system:index,gtb_accuracy,gtb_kappa,rf_accuracy,rf_kappa,.geo
0,0.7727975270479135,0.545326774420239,0.7789799072642968,0.5581804029435221,"{""type"":""MultiPoint"",""coordinates"":[]}"
